Date,City,Temperature_C,Humidity_%,Rainfall_mm,Wind_Speed_kmh,Pressure_hPa,Weather_Condition
2024-12-23,Delhi,24.0,64.8,0.0,9.6,1043.8,Clear
2024-12-24,Delhi,25.7,53.4,0.0,5.9,993.7,Clear
2024-12-25,Delhi,26.0,53.1,0.0,8.5,1000.4,Partly Cloudy
2024-12-26,Delhi,21.7,73.9,0.0,7.1,1001.4,Partly Cloudy
2024-12-27,Delhi,28.5,46.5,0.0,5.4,1033.8,Partly Cloudy
2024-12-28,Delhi,22.8,46.4,0.0,9.3,986.2,Clear
2024-12-29,Delhi,20.6,54.7,0.0,9.5,1010.5,Clear
2024-12-30,Delhi,19.5,50.7,0.0,3.7,997.2,Clear
2024-01-01,Mumbai,27.2,100.0,0.0,13.5,1004.5,Cloudy
2024-01-02,Mumbai,28.9,81.0,0.0,12.0,1012.9,Cloudy
2024-01-03,Mumbai,23.7,70.5,0.0,13.6,999.5,Clear
2024-01-04,Mumbai,27.2,61.7,0.0,11.0,1001.8,Partly Cloudy
2024-01-05,Mumbai,20.5,86.2,0.0,12.8,1002.0,Cloudy
2024-01-06,Mumbai,30.3,65.2,0.0,13.3,1013.0,Clear
2024-01-07,Mumbai,28.5,76.5,0.0,15.1,1037.7,Clear
2024-01-08,Mumbai,31.2,77.3,0.0,16.4,1031.2,Clear
2024-01-09,Mumbai,36.0,82.6,0.0,8.0,1025.3,Cloudy
2024-01-10,Mumbai,29.4,72.2,0.0,7.1,1025.0,Partly Cloudy
2024-01-11,Mumbai,28.6,62.0,0.0,8.5,999.9,Clear
2024-01-12,Mumbai,25.4,92.7,0.0,12.9,997.8,Cloudy
2024-01-13,Mumbai,23.6,76.3,0.0,14.2,1025.8,Clear
2024-01-14,Mumbai,25.3,75.2,0.0,12.8,1015.5,Clear
2024-01-15,Mumbai,28.7,90.9,0.0,11.9,1021.1,Foggy
2024-01-16,Mumbai,28.1,68.0,0.0,13.2,998.1,Partly Cloudy
2024-01-17,Mumbai,29.5,92.2,0.0,10.7,1017.4,Cloudy
2024-01-18,Mumbai,33.2,68.8,0.0,11.0,1027.8,Clear
2024-01-19,Mumbai,28.0,79.2,0.0,10.3,1003.6,Partly Cloudy
2024-01-20,Mumbai,30.5,79.4,0.0,7.9,1006.7,Partly Cloudy
2024-01-21,Mumbai,31.8,84.3,0.0,5.7,1025.5,Cloudy
2024-01-22,Mumbai,26.4,84.1,0.0,13.6,1012.4,Cloudy
2024-01-23,Mumbai,34.2,82.9,0.0,13.3,1017.0,Cloudy
2024-01-24,Mumbai,29.4,73.5,0.0,8.2,1025.0,Clear
2024-01-25,Mumbai,33.1,72.7,0.0,12.8,1007.2,Clear
2024-01-26,Mumbai,33.6,67.0,0.0,15.1,1002.2,Partly Cloudy
2024-01-27,Mumbai,27.1,81.5,0.0,9.8,1008.7,Cloudy
2024-01-28,Mumbai,30.5,85.5,0.0,13.7,1014.2,Cloudy
2024-01-29,Mumbai,36.0,73.9,0.0,12.2,1032.4,Clear
2024-01-30,Mumbai,31.6,72.4,0.0,20.7,1016.7,Partly Cloudy
2024-01-31,Mumbai,32.0,82.5,0.0,13.4,1022.9,Cloudy
2024-02-01,Mumbai,32.5,67.5,0.0,9.7,1006.2,Clear
2024-02-02,Mumbai,32.0,64.7,0.0,11.6,999.6,Partly Cloudy
2024-02-03,Mumbai,32.9,95.8,0.0,14.9,1004.6,Cloudy
2024-02-04,Mumbai,33.0,91.2,0.0,12.4,1013.0,Cloudy
2024-02-05,Mumbai,31.0,65.4,0.0,8.0,1025.9,Partly Cloudy
2024-02-06,Mumbai,34.5,81.9,4.6,18.3,1014.6,Cloudy
2024-02-07,Mumbai,36.0,64.0,5.6,11.9,1018.6,Cloudy
2024-02-08,Mumbai,36.0,67.3,0.0,9.8,1024.0,Clear
2024-02-09,Mumbai,32.1,81.7,0.0,13.8,994.4,Cloudy
2024-02-10,Mumbai,31.3,88.5,0.0,11.2,1009.1,Cloudy
2024-02-11,Mumbai,30.5,75.7,0.0,19.9,996.5,Partly Cloudy
2024-02-12,Mumbai,29.4,75.2,0.0,15.9,1019.5,Partly Cloudy
2024-02-13,Mumbai,30.2,85.2,0.0,12.8,999.8,Cloudy
2024-02-14,Mumbai,30.0,81.9,0.0,10.8,1004.6,Cloudy
2024-02-15,Mumbai,36.0,70.5,0.0,7.3,998.2,Clear
2024-02-16,Mumbai,34.4,81.3,18.3,12.1,1023.0,Rainy
2024-02-17,Mumbai,33.4,77.7,0.0,10.7,1016.7,Clear
2024-02-18,Mumbai,36.0,68.3,0.0,6.9,999.3,Clear
2024-02-19,Mumbai,36.0,64.1,2.1,17.6,997.8,Cloudy
2024-02-20,Mumbai,36.0,99.6,0.0,9.9,1005.9,Foggy
2024-02-21,Mumbai,33.1,87.4,0.0,7.7,1011.7,Cloudy
2024-02-22,Mumbai,29.0,88.4,0.0,11.8,1012.3,Cloudy
2024-02-23,Mumbai,36.0,83.6,0.0,10.9,1001.0,Cloudy
2024-02-24,Mumbai,34.5,71.3,3.0,10.8,1016.8,Cloudy
2024-02-25,Mumbai,34.7,79.5,0.0,10.5,1005.3,Partly Cloudy
2024-02-26,Mumbai,36.0,66.4,0.0,6.1,1023.7,Clear
2024-02-27,Mumbai,35.7,89.5,0.0,15.4,1016.5,Foggy
2024-02-28,Mumbai,34.4,75.8,0.0,14.8,989.9,Clear
2024-02-29,Mumbai,31.1,85.5,0.0,11.7,1023.3,Foggy
2024-03-01,Mumbai,36.0,97.4,0.0,15.9,1011.5,Cloudy
2024-03-02,Mumbai,33.6,83.7,0.0,13.4,1004.2,Cloudy
2024-03-03,Mumbai,33.3,77.0,0.0,10.6,1006.3,Clear
2024-03-04,Mumbai,35.6,96.1,0.0,11.7,1009.7,Cloudy
2024-03-05,Mumbai,34.0,88.0,0.0,14.6,1003.1,Foggy
2024-03-06,Mumbai,36.0,79.4,1.2,10.7,1018.2,Cloudy
2024-03-07,Mumbai,36.0,92.8,0.0,12.4,1013.9,Cloudy
2024-03-08,Mumbai,36.0,61.4,0.0,8.3,994.8,Clear
2024-03-09,Mumbai,33.7,74.5,0.0,11.7,999.2,Partly Cloudy
2024-03-10,Mumbai,30.4,83.2,0.0,5.9,1005.8,Cloudy
2024-03-11,Mumbai,33.6,86.8,0.0,11.6,1050.3,Cloudy
2024-03-12,Mumbai,36.0,82.3,0.0,10.7,995.1,Cloudy
2024-03-13,Mumbai,36.0,78.8,0.0,9.8,1016.0,Partly Cloudy
2024-03-14,Mumbai,34.6,76.6,0.0,13.9,1018.7,Clear
2024-03-15,Mumbai,36.0,81.6,0.0,18.7,1032.4,Foggy
2024-03-16,Mumbai,33.9,71.8,0.0,10.2,994.3,Clear
2024-03-17,Mumbai,36.0,82.1,0.0,16.5,1013.8,Cloudy
2024-03-18,Mumbai,34.3,66.2,0.0,10.8,1018.0,Clear
2024-03-19,Mumbai,36.0,100.0,0.0,11.5,989.5,Cloudy
2024-03-20,Mumbai,36.0,61.0,0.0,12.7,1011.0,Partly Cloudy
2024-03-21,Mumbai,34.9,83.2,0.0,14.5,1005.2,Cloudy
2024-03-22,Mumbai,36.0,87.4,0.0,15.4,1009.1,Cloudy
2024-03-23,Mumbai,34.9,79.6,0.0,8.1,1002.4,Clear
2024-03-24,Mumbai,36.0,74.8,0.0,9.5,1025.5,Clear
2024-03-25,Mumbai,32.4,74.5,0.0,14.7,1005.8,Clear
2024-03-26,Mumbai,35.3,86.4,0.0,11.3,993.6,Cloudy
2024-03-27,Mumbai,36.0,99.9,0.0,10.8,1011.1,Cloudy
2024-03-28,Mumbai,35.1,72.1,0.2,13.5,1009.9,Cloudy
2024-03-29,Mumbai,36.0,89.9,1.8,15.6,1008.7,Cloudy
2024-03-30,Mumbai,36.0,72.9,0.0,12.1,1010.0,Clear
2024-03-31,Mumbai,34.6,79.6,0.0,15.5,1013.9,Clear
2024-04-01,Mumbai,36.0,52.0,0.0,14.7,1022.8,Clear
2024-04-02,Mumbai,36.0,89.9,0.0,13.5,980.7,Cloudy
2024-04-03,Mumbai,36.0,64.4,0.0,9.5,1019.7,Partly Cloudy
2024-04-04,Mumbai,36.0,66.5,0.0,9.1,1007.2,Partly Cloudy
2024-04-05,Mumbai,35.8,90.1,0.0,12.1,1013.0,Foggy
2024-04-06,Mumbai,36.0,78.3,0.0,12.7,994.5,Clear
2024-04-07,Mumbai,32.9,68.4,0.0,11.1,1015.4,Clear
2024-04-08,Mumbai,36.0,68.6,0.0,8.6,1014.9,Clear
2024-04-09,Mumbai,34.4,76.7,0.0,18.4,1025.0,Clear
2024-04-10,Mumbai,36.0,55.2,0.0,10.4,1011.1,Partly Cloudy
2024-04-11,Mumbai,36.0,76.0,0.0,13.2,1015.6,Clear
2024-04-12,Mumbai,35.7,64.2,0.0,7.0,1023.1,Clear
2024-04-13,Mumbai,36.0,92.5,0.0,6.5,1022.8,Foggy
2024-04-14,Mumbai,36.0,81.4,0.0,11.2,1019.9,Cloudy
2024-04-15,Mumbai,33.4,80.9,0.0,16.0,1012.8,Foggy
2024-04-16,Mumbai,32.7,77.3,0.0,12.1,1022.1,Partly Cloudy
2024-04-17,Mumbai,36.0,70.5,0.0,11.1,1000.3,Clear
2024-04-18,Mumbai,34.8,85.9,0.0,12.1,1020.1,Cloudy
2024-04-19,Mumbai,34.9,85.3,0.0,12.8,1018.7,Cloudy
2024-04-20,Mumbai,33.2,57.0,0.0,6.4,998.1,Clear
2024-04-21,Mumbai,36.0,80.9,0.0,14.8,1037.6,Cloudy
2024-04-22,Mumbai,36.0,74.2,0.0,16.3,1008.8,Clear
2024-04-23,Mumbai,30.7,84.8,4.2,7.1,999.8,Cloudy
2024-04-24,Mumbai,33.4,74.2,0.0,12.9,1009.8,Partly Cloudy
2024-04-25,Mumbai,35.8,77.5,0.0,15.8,999.8,Clear
2024-04-26,Mumbai,36.0,78.1,0.0,15.3,997.4,Partly Cloudy
2024-04-27,Mumbai,29.8,94.7,0.0,13.5,1021.1,Cloudy
2024-04-28,Mumbai,36.0,90.8,0.0,12.5,1023.4,Foggy
2024-04-29,Mumbai,36.0,81.7,0.0,10.2,1011.9,Cloudy
2024-04-30,Mumbai,33.1,81.4,0.0,16.2,1011.9,Cloudy
2024-05-01,Mumbai,36.0,98.8,0.0,11.6,1024.7,Foggy
2024-05-02,Mumbai,36.0,77.4,0.0,6.2,997.8,Clear
2024-05-03,Mumbai,34.2,83.2,0.0,11.5,1026.3,Foggy
2024-05-04,Mumbai,34.6,85.0,0.0,8.7,995.8,Cloudy
2024-05-05,Mumbai,34.8,100.0,0.0,6.8,1032.3,Cloudy
2024-05-06,Mumbai,34.1,97.4,0.0,17.7,1035.3,Cloudy
2024-05-07,Mumbai,32.7,99.5,0.0,9.8,1011.8,Foggy
2024-05-08,Mumbai,28.1,89.5,5.0,19.3,984.3,Cloudy
2024-05-09,Mumbai,36.0,83.4,10.9,16.2,982.5,Rainy
2024-05-10,Mumbai,36.0,100.0,0.0,14.3,1005.2,Foggy
2024-05-11,Mumbai,32.5,100.0,0.0,11.9,1013.3,Cloudy
2024-05-12,Mumbai,34.0,100.0,0.0,11.8,996.3,Cloudy
2024-05-13,Mumbai,35.0,85.0,0.0,12.2,1024.3,Cloudy
2024-05-14,Mumbai,31.4,89.9,0.0,6.0,1025.1,Cloudy
2024-05-15,Mumbai,34.2,93.3,0.0,11.1,1017.2,Cloudy
2024-05-16,Mumbai,35.6,93.1,0.0,9.2,1023.0,Cloudy
2024-05-17,Mumbai,32.6,85.6,1.6,16.2,999.0,Cloudy
2024-05-18,Mumbai,35.7,99.7,0.0,10.9,1024.7,Cloudy
2024-05-19,Mumbai,30.3,100.0,0.0,12.8,1001.4,Cloudy
2024-05-20,Mumbai,27.8,81.3,0.0,11.6,1028.9,Cloudy
2024-05-21,Mumbai,36.0,91.3,0.0,11.5,1006.1,Cloudy
2024-05-22,Mumbai,35.9,100.0,0.0,14.6,1004.8,Cloudy
2024-05-23,Mumbai,32.7,92.3,0.0,12.4,1018.3,Cloudy
2024-05-24,Mumbai,32.4,100.0,0.0,14.3,1018.5,Cloudy
2024-05-25,Mumbai,28.0,88.8,0.0,10.5,992.6,Cloudy
2024-05-26,Mumbai,33.3,100.0,0.0,11.0,1015.8,Cloudy
2024-05-27,Mumbai,36.0,100.0,0.0,10.8,1044.2,Cloudy
2024-05-28,Mumbai,30.4,100.0,0.0,12.7,1003.2,Cloudy
2024-05-29,Mumbai,31.7,97.1,0.0,10.5,999.1,Cloudy
2024-05-30,Mumbai,34.3,85.4,0.0,10.3,1020.8,Cloudy
2024-05-31,Mumbai,31.2,98.3,0.0,10.5,1030.1,Foggy
2024-06-01,Mumbai,31.6,96.9,10.8,16.9,1013.5,Thunderstorm
2024-06-02,Mumbai,26.3,94.7,12.0,7.1,1001.7,Thunderstorm
2024-06-03,Mumbai,27.3,76.2,0.0,8.5,1020.0,Clear
2024-06-04,Mumbai,34.2,100.0,0.0,12.5,1013.2,Foggy
2024-06-05,Mumbai,29.0,68.1,8.0,12.6,1012.4,Cloudy
2024-06-06,Mumbai,32.8,92.5,1.3,12.2,997.1,Cloudy
2024-06-07,Mumbai,30.2,97.8,0.0,9.9,1042.6,Foggy
2024-06-08,Mumbai,31.4,82.2,6.5,13.4,1019.5,Cloudy
2024-06-09,Mumbai,29.7,84.8,0.0,14.7,1008.2,Cloudy
2024-06-10,Mumbai,30.3,97.7,16.7,15.2,1017.3,Rainy
2024-06-11,Mumbai,28.7,83.9,0.0,13.8,1015.9,Cloudy
2024-06-12,Mumbai,27.1,96.8,0.0,15.6,1013.4,Foggy
2024-06-13,Mumbai,30.7,100.0,0.0,15.8,1003.8,Cloudy
2024-06-14,Mumbai,31.0,89.8,7.6,9.4,1003.1,Cloudy
2024-06-15,Mumbai,24.6,95.9,0.0,4.9,1015.7,Foggy
2024-06-16,Mumbai,32.7,74.4,2.0,14.8,1016.4,Cloudy
2024-06-17,Mumbai,28.6,89.1,1.1,12.8,1022.6,Cloudy
2024-06-18,Mumbai,28.7,89.0,1.9,13.1,1032.5,Cloudy
2024-06-19,Mumbai,30.1,100.0,1.6,10.2,996.9,Cloudy
2024-06-20,Mumbai,29.5,100.0,0.0,15.8,1012.6,Cloudy
2024-06-21,Mumbai,29.7,94.1,0.4,11.5,998.1,Cloudy
2024-06-22,Mumbai,31.4,100.0,0.0,10.3,1015.4,Cloudy
2024-06-23,Mumbai,31.3,100.0,0.0,16.2,1003.1,Cloudy
2024-06-24,Mumbai,31.5,100.0,0.0,14.0,1009.4,Cloudy
2024-06-25,Mumbai,32.9,93.7,12.1,14.6,1000.2,Thunderstorm
2024-06-26,Mumbai,27.1,99.7,0.0,12.1,1010.7,Cloudy
2024-06-27,Mumbai,28.8,95.3,0.0,16.1,1023.0,Cloudy
2024-06-28,Mumbai,27.8,91.8,1.5,11.0,996.0,Cloudy
2024-06-29,Mumbai,26.3,100.0,6.4,11.7,1004.0,Cloudy
2024-06-30,Mumbai,30.1,92.7,13.4,12.8,1012.0,Thunderstorm
2024-07-01,Mumbai,26.1,97.0,0.0,10.4,1012.6,Cloudy
2024-07-02,Mumbai,24.1,100.0,7.0,8.7,990.7,Cloudy
2024-07-03,Mumbai,27.7,97.9,0.0,11.6,1014.0,Cloudy
2024-07-04,Mumbai,29.5,93.4,0.0,13.1,1015.6,Cloudy
2024-07-05,Mumbai,34.4,82.0,0.0,13.0,1034.9,Cloudy
2024-07-06,Mumbai,25.7,94.8,0.0,12.5,1002.0,Cloudy
2024-07-07,Mumbai,29.8,100.0,0.0,9.2,1016.0,Cloudy
2024-07-08,Mumbai,24.9,93.3,0.0,10.7,1040.5,Cloudy
2024-07-09,Mumbai,31.3,93.2,1.0,14.3,1025.0,Cloudy
2024-07-10,Mumbai,30.9,97.4,0.0,11.0,1019.3,Cloudy
2024-07-11,Mumbai,27.8,97.6,0.0,9.8,1023.9,Cloudy
2024-07-12,Mumbai,23.3,97.0,0.0,5.9,1020.7,Cloudy
2024-07-13,Mumbai,25.0,85.7,16.8,10.6,1008.4,Thunderstorm
2024-07-14,Mumbai,25.9,81.4,3.0,16.3,1011.7,Cloudy
2024-07-15,Mumbai,30.4,100.0,3.2,9.3,1011.6,Cloudy
2024-07-16,Mumbai,28.8,90.9,2.7,14.0,1016.5,Cloudy
2024-07-17,Mumbai,23.3,99.3,4.1,8.4,1015.6,Cloudy
2024-07-18,Mumbai,26.9,88.2,13.1,11.6,1006.3,Thunderstorm
2024-07-19,Mumbai,32.7,100.0,0.0,9.6,1014.1,Cloudy
2024-07-20,Mumbai,25.4,97.5,7.5,14.6,1012.4,Cloudy
2024-07-21,Mumbai,26.7,96.1,0.0,9.2,1008.7,Foggy
2024-07-22,Mumbai,23.6,98.7,2.0,12.6,1019.0,Cloudy
2024-07-23,Mumbai,25.6,92.7,0.0,14.3,1003.9,Cloudy
2024-07-24,Mumbai,30.2,90.4,7.0,17.4,1009.1,Cloudy
2024-07-25,Mumbai,28.8,93.7,0.0,11.7,1027.0,Cloudy
2024-07-26,Mumbai,22.9,93.4,0.0,8.9,1001.0,Cloudy
2024-07-27,Mumbai,30.3,81.1,0.0,12.9,1006.6,Cloudy
2024-07-28,Mumbai,23.2,100.0,0.0,9.7,1033.9,Cloudy
2024-07-29,Mumbai,25.3,98.1,6.0,10.0,1009.5,Cloudy
2024-07-30,Mumbai,28.6,86.8,0.0,9.5,996.8,Cloudy
2024-07-31,Mumbai,20.2,62.6,0.0,12.2,1028.9,Partly Cloudy
2024-08-01,Mumbai,21.5,93.6,0.0,15.4,1009.3,Cloudy
2024-08-02,Mumbai,20.2,86.1,16.8,14.2,1019.0,Rainy
2024-08-03,Mumbai,21.3,96.5,7.6,18.2,1015.7,Cloudy
2024-08-04,Mumbai,22.6,90.9,9.6,18.3,1007.2,Cloudy
2024-08-05,Mumbai,23.2,97.8,0.0,19.8,1032.4,Cloudy
2024-08-06,Mumbai,23.3,100.0,2.5,10.9,1019.6,Cloudy
2024-08-07,Mumbai,19.0,84.0,5.5,12.5,1016.2,Cloudy
2024-08-08,Mumbai,27.3,96.9,0.0,13.3,1016.7,Cloudy
2024-08-09,Mumbai,24.1,85.7,0.0,15.2,1009.2,Foggy
2024-08-10,Mumbai,26.3,100.0,0.0,17.8,988.8,Cloudy
2024-08-11,Mumbai,23.2,92.2,10.4,12.8,1034.7,Rainy
2024-08-12,Mumbai,21.7,100.0,0.0,10.9,1007.2,Cloudy
2024-08-13,Mumbai,21.5,100.0,0.0,11.7,1014.0,Foggy
2024-08-14,Mumbai,25.7,93.7,1.1,10.2,1014.8,Cloudy
2024-08-15,Mumbai,23.1,100.0,26.8,13.0,1021.4,Rainy
2024-08-16,Mumbai,22.0,86.2,0.0,10.1,1014.3,Cloudy
2024-08-17,Mumbai,21.4,100.0,0.0,12.4,1003.5,Foggy
2024-08-18,Mumbai,24.0,88.5,0.0,10.6,1005.1,Cloudy
2024-08-19,Mumbai,28.0,100.0,0.0,6.7,1006.1,Cloudy
2024-08-20,Mumbai,18.0,99.0,8.3,12.5,1024.9,Cloudy
2024-08-21,Mumbai,24.8,100.0,9.5,12.5,1012.0,Cloudy
2024-08-22,Mumbai,20.4,100.0,9.7,10.6,1022.6,Cloudy
2024-08-23,Mumbai,23.8,94.2,0.0,11.3,1013.8,Foggy
2024-08-24,Mumbai,21.6,100.0,0.0,18.1,1042.8,Cloudy
2024-08-25,Mumbai,18.5,73.7,0.0,6.4,1011.7,Partly Cloudy
2024-08-26,Mumbai,21.0,100.0,0.0,11.6,1022.4,Cloudy
2024-08-27,Mumbai,22.9,100.0,0.0,14.1,1003.7,Cloudy
2024-08-28,Mumbai,20.9,92.8,0.0,8.9,1018.6,Cloudy
2024-08-29,Mumbai,22.6,100.0,0.0,15.2,1011.1,Cloudy
2024-08-30,Mumbai,20.1,94.0,0.0,14.3,1026.6,Cloudy
2024-08-31,Mumbai,18.0,100.0,0.7,14.6,1006.8,Cloudy
2024-09-01,Mumbai,18.0,99.4,0.0,12.1,1017.1,Cloudy
2024-09-02,Mumbai,21.3,96.3,0.0,13.2,1029.1,Cloudy
2024-09-03,Mumbai,21.3,97.6,0.0,1.7,1016.0,Cloudy
2024-09-04,Mumbai,18.0,86.5,0.0,8.8,1023.0,Foggy
2024-09-05,Mumbai,18.0,80.6,0.1,9.1,1000.7,Cloudy
2024-09-06,Mumbai,22.7,95.9,0.0,12.9,991.2,Cloudy
2024-09-07,Mumbai,19.6,91.2,2.3,11.9,1009.5,Cloudy
2024-09-08,Mumbai,19.5,85.1,1.0,10.0,1031.8,Cloudy
2024-09-09,Mumbai,24.5,100.0,0.0,14.0,995.2,Cloudy
2024-09-10,Mumbai,18.0,95.1,0.0,12.1,998.6,Cloudy
2024-09-11,Mumbai,21.8,91.5,0.0,9.5,1010.3,Cloudy
2024-09-12,Mumbai,23.9,78.1,0.0,11.2,1012.9,Partly Cloudy
2024-09-13,Mumbai,20.8,100.0,0.0,14.3,1017.9,Cloudy
2024-09-14,Mumbai,26.1,97.1,0.0,11.2,1005.7,Cloudy
2024-09-15,Mumbai,19.6,83.9,16.6,14.6,1026.3,Rainy
2024-09-16,Mumbai,18.0,100.0,0.0,12.0,1008.4,Foggy
2024-09-17,Mumbai,18.7,100.0,0.0,8.6,1003.5,Foggy
2024-09-18,Mumbai,21.7,100.0,0.0,12.3,1000.2,Foggy
2024-09-19,Mumbai,25.3,96.5,16.2,11.9,1014.0,Rainy
2024-09-20,Mumbai,23.9,100.0,12.2,11.7,1023.7,Rainy
2024-09-21,Mumbai,23.8,68.1,0.0,14.6,1010.9,Clear
2024-09-22,Mumbai,21.7,81.4,0.0,11.9,1004.2,Cloudy
2024-09-23,Mumbai,18.0,94.5,0.0,10.1,1020.4,Cloudy
2024-09-24,Mumbai,18.0,98.2,1.4,7.7,1026.3,Cloudy
2024-09-25,Mumbai,22.2,100.0,0.0,11.5,1004.9,Cloudy
2024-09-26,Mumbai,18.0,100.0,0.0,11.1,1011.9,Foggy
2024-09-27,Mumbai,19.5,96.1,0.8,14.6,1001.8,Cloudy
2024-09-28,Mumbai,19.7,74.6,1.6,9.7,1026.2,Cloudy
2024-09-29,Mumbai,22.2,100.0,0.0,11.5,1000.9,Cloudy
2024-09-30,Mumbai,22.2,92.4,3.1,7.3,1008.0,Cloudy
2024-10-01,Mumbai,18.0,68.5,0.0,10.4,1010.1,Partly Cloudy
2024-10-02,Mumbai,18.0,68.0,0.0,13.3,1005.4,Partly Cloudy
2024-10-03,Mumbai,18.2,70.9,0.0,15.4,1013.2,Partly Cloudy
2024-10-04,Mumbai,18.0,73.8,0.0,13.5,1007.8,Partly Cloudy
2024-10-05,Mumbai,18.3,91.7,0.0,11.1,1018.0,Cloudy
2024-10-06,Mumbai,20.5,68.6,0.0,15.9,1002.4,Clear
2024-10-07,Mumbai,18.0,66.8,0.0,17.8,1003.0,Clear
2024-10-08,Mumbai,18.5,77.8,0.0,17.4,1017.3,Partly Cloudy
2024-10-09,Mumbai,23.1,64.6,0.0,12.2,1025.0,Clear
2024-10-10,Mumbai,22.2,76.9,0.0,18.3,1011.2,Clear
2024-10-11,Mumbai,18.5,75.6,0.0,13.9,1018.3,Clear
2024-10-12,Mumbai,18.0,67.5,0.0,8.9,1018.7,Clear
2024-10-13,Mumbai,18.7,73.6,0.0,15.0,1007.8,Partly Cloudy
2024-10-14,Mumbai,18.0,73.3,0.0,11.6,1021.3,Partly Cloudy
2024-10-15,Mumbai,19.9,72.0,0.0,10.5,1013.2,Clear
2024-10-16,Mumbai,18.0,85.3,0.0,7.2,1023.1,Cloudy
2024-10-17,Mumbai,24.0,83.3,0.0,12.4,1008.9,Cloudy
2024-10-18,Mumbai,21.1,71.0,0.0,15.5,1012.6,Clear
2024-10-19,Mumbai,24.7,95.2,0.0,13.0,998.6,Cloudy
2024-10-20,Mumbai,20.3,74.1,0.0,10.4,997.5,Clear
2024-10-21,Mumbai,18.6,79.6,0.0,18.1,1016.6,Partly Cloudy
2024-10-22,Mumbai,23.3,72.3,0.0,14.3,1021.6,Clear
2024-10-23,Mumbai,27.1,96.9,0.0,10.0,1009.7,Cloudy
2024-10-24,Mumbai,24.6,76.8,0.0,15.7,1024.8,Clear
2024-10-25,Mumbai,20.2,80.5,0.0,13.4,995.9,Foggy
2024-10-26,Mumbai,24.0,79.8,0.0,19.0,1011.0,Partly Cloudy
2024-10-27,Mumbai,18.0,85.9,0.0,8.0,1014.6,Cloudy
2024-10-28,Mumbai,22.7,71.5,0.0,10.2,1005.1,Clear
2024-10-29,Mumbai,18.2,71.9,0.0,10.7,999.2,Clear
2024-10-30,Mumbai,18.0,82.6,0.0,11.8,1016.4,Foggy
2024-10-31,Mumbai,20.8,71.7,10.8,12.6,993.3,Thunderstorm
2024-11-01,Mumbai,18.0,71.3,0.0,11.2,1010.8,Clear
2024-11-02,Mumbai,18.9,72.6,0.0,5.2,1006.4,Partly Cloudy
2024-11-03,Mumbai,18.5,71.5,0.0,10.2,1017.7,Clear
2024-11-04,Mumbai,21.3,92.8,0.0,7.7,1004.2,Cloudy
2024-11-05,Mumbai,23.5,85.8,0.0,8.7,1029.8,Cloudy
2024-11-06,Mumbai,21.1,70.1,0.0,12.1,1008.5,Partly Cloudy
2024-11-07,Mumbai,18.0,80.5,0.0,9.0,1007.7,Cloudy
2024-11-08,Mumbai,22.6,85.9,0.0,14.4,1007.7,Cloudy
2024-11-09,Mumbai,18.0,93.3,0.0,8.1,1020.3,Cloudy
2024-11-10,Mumbai,22.2,63.3,0.0,10.0,1007.9,Clear
2024-11-11,Mumbai,23.0,84.7,0.0,12.8,1016.5,Foggy
2024-11-12,Mumbai,19.1,100.0,0.0,13.4,987.5,Cloudy
2024-11-13,Mumbai,21.3,75.7,0.0,8.1,1017.8,Clear
2024-11-14,Mumbai,21.7,86.5,0.0,14.4,1017.8,Cloudy
2024-11-15,Mumbai,22.2,64.1,0.0,13.2,1010.1,Clear
2024-11-16,Mumbai,24.9,97.1,0.0,12.6,1013.7,Foggy
2024-11-17,Mumbai,24.1,88.3,0.0,12.0,1024.1,Cloudy
2024-11-18,Mumbai,23.6,77.5,40.5,19.0,1033.4,Rainy
2024-11-19,Mumbai,24.3,68.0,0.0,10.0,992.9,Clear
2024-11-20,Mumbai,29.1,83.7,0.0,11.6,1025.4,Cloudy
2024-11-21,Mumbai,23.0,87.8,0.0,16.0,1010.3,Cloudy
2024-11-22,Mumbai,27.1,77.8,0.0,13.8,1009.2,Partly Cloudy
2024-11-23,Mumbai,23.8,73.8,0.0,14.4,983.3,Partly Cloudy
2024-11-24,Mumbai,23.1,66.5,1.0,14.7,1025.5,Cloudy
2024-11-25,Mumbai,24.0,78.1,3.5,12.3,1022.5,Cloudy
2024-11-26,Mumbai,22.5,91.3,0.0,14.3,994.2,Cloudy
2024-11-27,Mumbai,24.3,94.9,2.2,11.4,1021.7,Cloudy
2024-11-28,Mumbai,21.0,85.5,0.0,9.7,1015.4,Cloudy
2024-11-29,Mumbai,21.5,90.3,0.0,11.1,1012.7,Cloudy
2024-11-30,Mumbai,20.1,80.0,0.0,6.7,1010.2,Cloudy
2024-12-01,Mumbai,25.1,100.0,0.0,10.5,1007.0,Cloudy
2024-12-02,Mumbai,25.2,95.9,0.0,15.3,1009.7,Foggy
2024-12-03,Mumbai,20.3,99.8,0.0,11.8,1015.6,Cloudy
2024-12-04,Mumbai,23.2,67.7,0.0,10.4,1008.2,Clear
2024-12-05,Mumbai,25.3,77.7,0.0,11.3,1026.8,Clear
2024-12-06,Mumbai,25.1,51.4,0.0,14.7,1037.6,Clear
2024-12-07,Mumbai,27.2,85.9,0.0,12.6,1039.5,Foggy
2024-12-08,Mumbai,24.8,74.8,0.0,15.6,1009.4,Clear
